time(ns),loop_time(hz),system_state,delta_time(s),sd_capacity(bytes),r_voltage,f_voltage,clockspeed(hz),internal_temp(°C),bmp_pres(atm),bmp_temp(°C),bmi_temp(°C),rax(m/s^2),ray(m/s^2),raz(m/s^2),wfax(m/s^2),wfay(m/s^2),wfaz(m/s^2),velx(m/s),vely(m/s),velz(m/s),posx(m),posy(m),posz(m),rgx(rad/s),rgy(rad/s),rgz(rad/s),ori_x(deg),ori_y(deg),ori_z(deg),q_w,q_x,q_y,q_z,rmagx(uT),rmagy(uT),rmagz(uT),fmagx(uT),fmagy(uT),fmagz(uT),rTDS,fTDS,r_ext_pres,f_ext_pres,r_ext_temp,f_ext_temp,dive_limit,dive_homed,dive_current_position,dive_current_position_mm,dive_target_position,dive_target_position_mm,dive_speed,dive_acceleration,dive_maxspeed,pitch_limit,pitch_homed,pitch_current_position,pitch_current_position_mm,pitch_target_position,pitch_target_position_mm,pitch_speed,pitch_acceleration,pitch_maxspeed,cap_time(ms),save_time(ms),fifo_length(bytes)
15522155104,53344,3,1.8746e-05,936695,4.795983817,4.801328901,528000000,35.39603806,0.800661487,21.09759089,29.5,0.297180286,-1.181538539,-9.802460309,-8.342994544,4.707847504,12.21548185,0.382504531,-4.564742282,40.51507643,0.850371375,-5.082220767,92.52877718,-0.0137663,0.00487906,0.013776953,14.8215057,321.4841917,202.6328878,-0.580917901,-0.403104952,-0.705009127,0.054798906,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.715179165,5.027281073,3.493757924,3.524992522,35.11678845,33.46477295,false,false,11029,24.52501316,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15526290147,63227,3,1.5816e-05,936695,4.795983817,4.801328901,528000000,35.39603806,0.800624385,21.09843146,29.5,0.087089087,-0.74699093,-9.612121274,-7.851693427,4.751605979,12.76142959,0.348211946,-4.54425074,40.56750485,0.851863317,-5.10091761,92.69525689,-0.025351404,0.001283683,-0.00340096,14.8340691,321.4415432,202.6330076,-0.569570099,-0.418943633,-0.705780737,0.044155261,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.715179165,5.027281073,3.493757924,3.524992522,35.11678845,33.46477295,false,false,11041,24.55169737,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15530288418,62668,3,1.5957e-05,936695,4.71862924,4.801200238,528000000,35.39603806,0.800624385,21.09843146,29.5,0.329502009,-1.181538539,-10.27112529,-8.548022769,4.953986843,12.87080146,0.314505099,-4.524119677,40.61842781,0.853172084,-5.118901756,92.85630309,-0.012301516,0.011404004,-0.008461121,14.84875785,321.4023376,202.6322946,-0.558058749,-0.434389469,-0.706117279,0.035701687,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,8.230861794,5.03150651,3.493757924,3.524901233,34.6419911,33.46890743,false,false,11053,24.57838158,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15535043467,63459,3,1.5758e-05,936695,4.71862924,4.801200238,528000000,35.39603806,0.800624385,21.09843146,29.5,0.157119487,-2.530970472,-10.62127729,-9.662519588,4.112687946,12.800418,0.272556848,-4.504252625,40.67807435,0.854550632,-5.140195727,93.04811574,-0.040398723,-0.008437152,-0.014586578,14.85543061,321.3530058,202.6326428,-0.545688751,-0.4497214,-0.706790499,0.020533883,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,8.230861794,5.03150651,3.493757924,3.524901233,34.6419911,33.46890743,false,false,11066,24.60728947,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15539192820,63930,3,1.5642e-05,936695,4.71862924,4.801200238,528000000,35.39603806,0.800624385,21.09843146,29.5,0.245106399,0.711077905,-9.738714689,-6.87920923,5.424121129,14.12664662,0.240395648,-4.484152547,40.7339389,0.8555944,-5.158677571,93.21554241,-0.013633138,0.017396299,0.061182666,14.85939355,321.3102344,202.6404258,-0.535055756,-0.459593717,-0.70884875,0.004733249,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,8.230861794,5.03150651,3.493757924,3.524901233,34.6419911,33.46890743,false,false,11078,24.63397368,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15543304657,62161,3,1.6087e-05,936695,4.641274662,4.797868022,528000000,35.39603806,0.800624385,21.09843146,29.5,0.226252061,-1.821688218,-10.28728615,-8.83420232,4.257531815,13.41597222,0.207572487,-4.464403077,40.79047482,0.856502872,-5.176917664,93.38178563,-0.012035192,-0.002178532,-0.052005133,14.87803315,321.27296,202.6359728,-0.521900763,-0.475946081,-0.707880293,-0.00064243,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,7.057195723,5.103305362,3.501074694,3.524145876,34.4530622,33.49855067,false,false,11090,24.66065789,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15548064392,63730,3,1.5691e-05,936695,4.641274662,4.797868022,528000000,35.39603806,0.800624385,21.09843146,29.5,0.38067807,-0.792780038,-10.09784494,-7.868393907,4.745255232,14.08561466,0.168364933,-4.443147715,40.85479762,0.857379417,-5.19794983,93.57461334,0.008072288,-0.012831502,0.015641222,14.89770864,321.2210284,202.6340749,-0.50448095,-0.494993808,-0.707352067,-0.011539217,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,7.057195723,5.103305362,3.501074694,3.524145876,34.4530622,33.49855067,false,false,11102,24.68734211,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15552208820,64102,3,1.56e-05,936695,4.815322462,4.797662039,528000000,35.39603806,0.800624385,21.09843146,29.5,0.159812963,-1.448192753,-9.701006012,-7.935796067,3.980971526,13.97870927,0.135789186,-4.425448216,40.91274867,0.857997956,-5.21616946,93.74265055,-0.009904598,-0.0001811,-0.008327959,14.9141946,321.1775912,202.6336175,-0.489410046,-0.510046298,-0.70703038,-0.020943331,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,5.885568661,5.10735601,3.515708234,3.52409923,33.98313817,33.50068113,false,false,11114,24.71402632,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15556353960,63771,3,1.5681e-05,936695,4.815322462,4.797662039,528000000,35.39603806,0.800624385,21.09843146,29.5,0.207397722,-1.636736137,-9.781810319,-8.050564406,3.841716531,14.14647266,0.10215295,-4.408653714,40.97110884,0.858479786,-5.234313523,93.91087867,-0.002314358,-0.002711181,0.001126552,14.92768769,321.1329165,202.6342963,-0.474346084,-0.523823021,-0.706805425,-0.032114261,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,5.885568661,5.10735601,3.515708234,3.52409923,33.98313817,33.50068113,false,false,11127,24.74293421,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15560344469,61835,3,1.6172e-05,936695,4.834661106,4.800714883,528000000,35.39603806,0.800624385,21.09843146,29.5,0.330399835,-0.008080431,-10.28369485,-7.203337575,4.67631956,15.47285484,0.071146023,-4.392440619,41.02935009,0.858815136,-5.251736745,94.07323721,-0.02761516,0.004745898,0.036148188,14.93491667,321.090139,202.6361923,-0.461035642,-0.534849542,-0.706646244,-0.045090917,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.708808755,5.128561101,3.501074694,3.522344608,33.79610528,33.54412739,false,false,11139,24.76961842,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15565085660,63767,3,1.5682e-05,936695,4.834661106,4.800714883,528000000,35.39603806,0.800624385,21.09843146,29.5,0.484825844,-2.513013959,-10.40220783,-8.944651709,3.721676504,14.37799394,0.036407473,-4.372938551,41.10089769,0.859063461,-5.27235039,94.26647194,-0.006309221,0.003414277,-0.059728536,14.95581284,321.0443031,202.63345,-0.44295389,-0.550902456,-0.705310509,-0.053248667,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.708808755,5.128561101,3.501074694,3.522344608,33.79610528,33.54412739,false,false,11152,24.79852632,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15569234846,63544,3,1.5737e-05,936695,4.834661106,4.800714883,528000000,35.39603806,0.800624385,21.09843146,29.5,0.206499897,0.36272155699999997,-9.906608083,-6.41893015,4.169133114,16.10973434,0.002851708,-4.357710395,41.16268483,0.85913338,-5.290301099,94.4356429,0.003411613,0.001816331,0.06517753,14.96775579,321.0004069,202.6339995,-0.427373343,-0.562860458,-0.70453146,-0.064618514,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.708808755,5.128561101,3.501074694,3.522344608,33.79610528,33.54412739,false,false,11164,24.82521053,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15573361789,62609,3,1.5972e-05,936695,4.757306529,4.800585268,528000000,35.39603806,0.800624385,21.09843146,29.5,-0.1050456,-2.861370306,-10.24419052,-8.847161231,2.837997793,14.98486125,-0.024148002,-4.340846229,41.22797747,0.859087657,-5.308095917,94.60425903,0.000215723,0.00674333,-0.079303367,14.99793757,320.9613769,202.6325662,-0.407673981,-0.577816057,-0.703835158,-0.067428476,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,7.051664999,5.149154451,3.508391464,3.521862112,33.33079124,33.54465672,false,false,11176,24.85189474,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15578115174,64205,3,1.5575e-05,936695,4.757306529,4.800585268,528000000,35.39603806,0.800624385,21.09843146,29.5,0.461482378,0.231639014,-10.11939276,-6.271633856,4.000838011,16.68608156,-0.061033587,-4.325682726,41.30139727,0.858873069,-5.328534429,94.79891381,0.058407568,-0.006306558,0.07716212,15.01611465,320.910157,202.6312811,-0.387436857,-0.592062153,-0.702243233,-0.078800569,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,7.051664999,5.149154451,3.508391464,3.521862112,33.33079124,33.54465672,false,false,11188,24.87857895,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15582260041,64176,3,1.5582e-05,936695,4.699290595,4.792512272,528000000,35.39603806,0.800624385,21.09843146,29.5,-0.046686933,-1.377264528,-10.18313838,-7.329051439,2.959746636,16.37310148,-0.088107448,-4.311133065,41.36876767,0.85856435,-5.346278937,94.9688265,0.022853283,0.009007086,-0.073311072,15.04767162,320.8709713,202.6311926,-0.36628039,-0.605422253,-0.70190006,-0.081479305,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,5.883037422,5.296370977,3.508391464,3.520357707,33.42359896,33.52595457,false,false,11200,24.90526316,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15586402028,63459,3,1.5758e-05,936695,4.699290595,4.792512272,528000000,35.39603806,0.800624385,21.09843146,29.5,0.140060799,-1.635838311,-10.02063194,-7.327077939,2.801194074,16.25443724,-0.12144417,-4.300157915,41.43322842,0.858125856,-5.363954187,95.13881037,-0.003779141,-0.022286012,0.022698815,15.06072575,320.8253066,202.6254432,-0.348640575,-0.617921955,-0.698692138,-0.091932052,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,5.883037422,5.296370977,3.508391464,3.520357707,33.42359896,33.52595457,false,false,11213,24.93417105,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15590389727,54504,3,1.8347e-05,936695,4.776645173,4.79234812,528000000,35.39603806,0.800624385,21.09843146,29.5,-0.116717333,-0.540491034,-9.664195161,-6.159880657,2.379588609,16.88434262,-0.144190332,-4.287700321,41.50150326,0.85759374,-5.380943086,95.30290781,0.006208018,0.024453891,-0.007928472,15.07468893,320.7840558,202.6348407,-0.331075495,-0.624013482,-0.700260973,-0.103105586,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.710313214,5.296371893,3.515708234,3.520332705,33.23810901,33.52536741,false,false,11225,24.96085526,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15595143965,63387,3,1.5776e-05,936695,4.776645173,4.79234812,528000000,35.39603806,0.800624385,21.09843146,29.5,0.537797557,-2.311003191,-10.40400349,-7.818496439,2.70198005,16.5476923,-0.178997901,-4.276997241,41.57955558,0.85682739,-5.401144313,95.49890113,0.018192608,-0.012298853,-0.033628761,15.09944736,320.7397906,202.6232975,-0.309943137,-0.639095184,-0.695560177,-0.108114005,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.710313214,5.296371893,3.515708234,3.520332705,33.23810901,33.52536741,false,false,11238,24.98976316,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15599285732,63395,3,1.5774e-05,936695,4.776645173,4.79234812,528000000,35.39603806,0.800624385,21.09843146,29.5,0.684143136,0.637456203,-9.646238648,-4.805273183,2.761490019,17.75683658,-0.202135545,-4.266950398,41.65158909,0.856036913,-5.418680443,95.66975746,0.032973603,-0.003110667,0.043205781,15.12107581,320.6942193,202.6306387,-0.288019208,-0.646572315,-0.696529099,-0.11762819100000001,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.710313214,5.296371893,3.515708234,3.520332705,33.23810901,33.52536741,false,false,11250,25.01644737,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15603396803,62247,3,1.6065e-05,936695,4.89267704,4.793548871,528000000,35.39603806,0.800624385,21.09843146,29.5,-0.097862994,-2.213140196,-10.06731887,-7.23586765,1.524352431,16.98821645,-0.230966464,-4.260062103,41.72058836,0.855151645,-5.436059196,95.8397354,-0.008040329,-0.006306558,-0.011790174,15.1436843,320.6530293,202.6203933,-0.267913364,-0.658978361,-0.692027489,-0.122751388,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,2.35944336,5.246384503,3.530341774,3.520409106,33.05311701,33.5145908,false,false,11262,25.04313158,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15608151047,63971,3,1.5632e-05,936695,4.89267704,4.793548871,528000000,35.39603806,0.800558343,21.10431547,29.5,0.303465065,-0.118512984,-9.061754158,-4.74431075,1.535351962,17.37985733,-0.257963514,-4.251708786,41.80387237,0.853984251,-5.456166162,96.03708289,0.057608595,0.010738193,0.020435059,15.16961174,320.6017633,202.6303766,-0.241845743,-0.665334901,-0.69366481,-0.132925684,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,2.35944336,5.246384503,3.530341774,3.520409106,33.05311701,33.5145908,false,false,11274,25.06981579,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15612289049,63816,3,1.567e-05,936695,4.873338395,4.793809978,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.046686933,-1.300051523,-9.578003899,-5.85784905,0.921978235,17.43971948,-0.285161668,-4.246697466,41.87586826,0.852865259,-5.473600301,96.20878354,-0.030278402,-0.005241261,-0.024573737,15.19037967,320.5593719,202.6203764,-0.221451762,-0.676085547,-0.688803582,-0.139345163,163.5248266,-422.6203467,-262.3578894,158.8444556,-412.293065,-255.2205746,4.711275147,5.241390474,3.508391464,3.520406064,33.14555127,33.51337877,false,false,11286,25.0965,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15616440217,64164,3,1.5585e-05,936695,4.873338395,4.793809978,528000000,35.39603806,0.800558343,21.10431547,29.5,0.518045393,-1.098040754,-10.08347973,-5.775197921,1.154305624,18.08087628,-0.308063211,-4.241836102,41.94971992,0.851638772,-5.491084702,96.3814617,0.041895465,0.008208113,0.018837113,15.21018521,320.5164778,202.6290588,-0.199693089,-0.679670028,-0.690049476,-0.148334233,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,4.711275147,5.241390474,3.508391464,3.520406064,33.14555127,33.51337877,false,false,11299,25.12540789,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15620435763,62865,3,1.5907e-05,936695,4.853999751,4.801612281,528000000,35.39603806,0.800558343,21.10431547,29.5,0.239719445,-0.875379996,-9.995492821,-5.43134246,0.543956719,18.22898596,-0.331538707,-4.239506481,42.0209688,0.8503654,-5.507895029,96.54792062,0.023519093,0.003414277,0.025894705,15.22303877,320.4755965,202.628155,-0.181485505,-0.685089267,-0.687578938,-0.157958575,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.893565298,5.24820666,3.530341774,3.520289972,32.22660209,33.42098047,false,false,11311,25.15209211,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15625196229,64321,3,1.5547e-05,936695,4.853999751,4.801612281,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.24690205,-1.504755768,-10.22174488,-5.909418643,-0.35938115,18.27756503,-0.358452807,-4.237323509,42.10628796,0.848730601,-5.527915144,96.74664823,-0.005643411,-0.006706044,-0.014453416,15.24549076,320.4251442,202.6269417,-0.156578847,-0.691646458,-0.684860725,-0.167553061,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.893565298,5.24820666,3.530341774,3.520289972,32.22660209,33.42098047,false,false,11323,25.17877632,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15629338261,63763,3,1.5683e-05,936695,4.853999751,4.801612281,528000000,35.39603806,0.800558343,21.10431547,29.5,0.076315179,-0.646434459,-9.687538627,-4.728404869,-0.403153759,18.27714153,-0.378368339,-4.23821745,42.1813698,0.847213275,-5.545313397,96.91968642,0.022853283,-0.001512722,0.004056118,15.26624636,320.3823426,202.6263458,-0.134661356,-0.696455832,-0.682746283,-0.175137395,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.893565298,5.24820666,3.530341774,3.520289972,32.22660209,33.42098047,false,false,11335,25.20546053,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15633447782,62904,3,1.5897e-05,936695,4.912015684,4.80385552,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.09876082,-1.126771175,-10.16787534,-5.230294396,-0.933231132,18.54939219,-0.402504355,-4.240088809,42.25567191,0.845616404,-5.562588524,97.09175917,-0.002980168,8.5224e-05,0.040808862,15.28291168,320.3406621,202.6214234,-0.114832465,-0.701737512,-0.678760259,-0.183473378,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.542838411,5.233599851,3.596192704,3.521474415,33.5165332,33.40583878,false,false,11347,25.23214474,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15638206452,63820,3,1.5669e-05,936695,4.912015684,4.80385552,528000000,35.39603806,0.800558343,21.10431547,29.5,0.156221661,-2.233790186,-10.13734927,-6.035763292,-1.084854051,18.18341677,-0.423938224,-4.244159826,42.34387624,0.843661283,-5.582621223,97.29152784,0.016195177,0.001150521,-0.047877108,15.30509226,320.2910972,202.6269635,-0.089247702,-0.703479363,-0.678106159,-0.193193348,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.542838411,5.233599851,3.596192704,3.521474415,33.5165332,33.40583878,false,false,11359,25.25882895,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15642347528,63897,3,1.565e-05,936695,4.853999751,4.804089565,528000000,35.39603806,0.800558343,21.10431547,29.5,0.263960737,-0.785597433,-10.10053842,-4.608783282,-1.447680843,18.7155437,-0.448352647,-4.24957956,42.418531,0.841863392,-5.600061427,97.46557994,-0.022554999,-0.022951823,0.03628135,15.31530604,320.2459961,202.6204923,-0.070511293,-0.707832803,-0.672335355,-0.204856172,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.542826919,5.228600443,3.457174074,3.521489818,33.42359896,33.40602869,false,false,11371,25.28551316,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15646496784,63930,3,1.5642e-05,936695,4.853999751,4.804089565,528000000,35.39603806,0.800558343,21.10431547,29.5,0.24690205,-1.279401533,-9.446023531,-4.635537372,-1.692778446,17.96563543,-0.463030749,-4.255934434,42.49557636,0.839988203,-5.617552916,97.64021367,0.00447691,0.013800922,-0.030033384,15.33640105,320.2038757,202.6246289,-0.047842958,-0.708269007,-0.671595064,-0.212193626,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.542826919,5.228600443,3.457174074,3.521489818,33.42359896,33.40602869,false,false,11384,25.31442105,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15650475806,62617,3,1.597e-05,936695,4.834661106,4.808582673,528000000,35.39603806,0.800558343,21.10431547,29.5,0.31693245,0.002693477,-9.444227879,-3.417856726,-2.086995675,18.36550728,-0.488350903,-4.264511035,42.56815351,0.838103706,-5.634374373,97.80815509,-0.014032624,-0.008437152,0.078626904,15.34063292,320.1622436,202.6191203,-0.03232263,-0.710980044,-0.665546459,-0.224745489,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,2.36436984,4.97458426,3.501074694,3.51675949,33.14555127,33.39246775,false,false,11396,25.34110526,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15655231507,63775,3,1.568e-05,936695,4.834661106,4.808582673,528000000,35.39603806,0.800558343,21.10431547,29.5,0.508169311,-1.47961665,-10.13734927,-4.826848702,-2.393738721,18.53489652,-0.504728235,-4.275678061,42.65698419,0.835759478,-5.654526199,98.00925915,-0.021090216,0.012202976,-0.058929563,15.36487519,320.1137469,202.6230893,-0.006208545,-0.710296994,-0.664175607,-0.233045912,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,2.36436984,4.97458426,3.501074694,3.51675949,33.14555127,33.39246775,false,false,11409,25.37001316,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15659381198,63983,3,1.5629e-05,936695,4.834661106,4.808582673,528000000,35.39603806,0.800558343,21.10431547,29.5,0.493804101,-0.307056368,-9.704597314,-3.556404893,-2.769604422,18.42036198,-0.525869308,-4.287540732,42.73152726,0.833632197,-5.672139205,98.18488308,-0.022421837,-0.010035097,0.031354352,15.36976503,320.0706575,202.615981,0.009818846,-0.712533334,-0.657074615,-0.245871488,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,2.36436984,4.97458426,3.501074694,3.51675949,33.14555127,33.39246775,false,false,11421,25.39669737,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15663488748,62841,3,1.5913e-05,936695,4.89267704,4.810099235,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.114023856,-1.569399214,-10.32319918,-4.790692505,-3.792584559,18.27467759,-0.541516564,-4.29997434,42.80633196,0.831456694,-5.689631925,98.35912661,-0.053581773,0.005944357,-0.036425166,15.38779164,320.027272,202.619123,0.031847921,-0.710780754,-0.655028417,-0.254389863,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,2.364593153,4.902726525,3.501074694,3.516327678,33.23810901,33.38694407,false,false,11433,25.42338158,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15668246615,64387,3,1.5531e-05,936695,4.89267704,4.810099235,528000000,35.39603806,0.800558343,21.10431547,29.5,0.072723877,-0.496497577,-9.152434547,-3.292107963,-3.717967669,17.51088869,-0.560912309,-4.318466885,42.89259122,0.828845766,-5.709981665,98.56145793,0.007939125,-0.003110667,0.018703951,15.40184387,319.9788247,202.6165665,0.053482654,-0.710187424,-0.649662341,-0.26591779,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,2.364593153,4.902726525,3.501074694,3.516327678,33.23810901,33.38694407,false,false,11445,25.45006579,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15672383573,63999,3,1.5625e-05,936695,4.873338395,4.810313735,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.304362891,-2.036268546,-10.28369485,-4.998392837,-4.660449081,17.76198216,-0.58011602,-4.333612725,42.96651888,0.826503318,-5.727729844,98.73758601,-0.026549863,-0.011899367,-0.024174251,15.41797731,319.9349406,202.6101173,0.07364645,-0.710249908,-0.64364505,-0.275394842,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.544041522,4.896994227,3.610826244,3.51644425,32.86861493,33.38596266,false,false,11457,25.47675,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15676523820,63387,3,1.5776e-05,936695,4.873338395,4.810313735,528000000,35.39603806,0.800558343,21.10431547,29.5,0.311545496,0.192134686,-9.900323303,-2.566363108,-4.694662491,18.14462387,-0.592132666,-4.352199705,43.04118681,0.824093371,-5.745555606,98.91407751,0.019657392,0.012868787,0.018703951,15.43570026,319.8928439,202.613842,0.095070489,-0.706408284,-0.641597301,-0.283375796,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,3.544041522,4.896994227,3.610826244,3.51644425,32.86861493,33.38596266,false,false,11470,25.50565789,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15680520416,62691,3,1.5951e-05,936695,4.795983817,4.810385096,528000000,35.39603806,0.800558343,21.10431547,29.5,-0.074519528,-1.964442495,-10.14004275,-4.633243034,-5.116860117,17.48997985,-0.612404264,-4.371105633,43.11093708,0.82170425,-5.762854843,99.08490738,-0.030944213,-0.017492176,0.025495219,15.44955243,319.8516983,202.6051602,0.112934709,-0.706180825,-0.634650919,-0.292869603,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.897373115,4.896477539,3.610826244,3.516720879,31.95317886,33.38310479,false,false,11482,25.53234211,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15685260501,63877,3,1.5655e-05,936695,4.795983817,4.810385096,528000000,35.39603806,0.800558343,21.10431547,29.5,0.083497784,-1.456273184,-9.663297335,-3.8128523,-5.266739564,17.1024329,-0.62623984,-4.395289918,43.19415727,0.818784758,-5.783478425,99.28791536,0.018592095,0.020325866,-0.019646739,15.46672919,319.8022006,202.6157087,0.137567669,-0.698497211,-0.633612043,-0.30284082,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.897373115,4.896477539,3.610826244,3.516720879,31.95317886,33.38310479,false,false,11495,25.56125,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
15689406448,64304,3,1.5551e-05,936695,4.795983817,4.810385096,528000000,35.39603806,0.800622975,21.10767776,29.5,-0.159812963,-1.963544669,-10.05744279,-4.3675975,-5.891750577,16.96503175,-0.645884002,-4.418260978,43.26514743,0.816163138,-5.801624483,99.46589642,-0.049054261,-0.018424311,-0.013521281,15.47962052,319.7603274,202.6027776,0.154389588,-0.69841657,-0.624706163,-0.313241694,162.1801916,-423.0295874,-262.1386511,159.2923655,-413.4700312,-256.005937,5.897373115,4.896477539,3.610826244,3.516720879,31.95317886,33.38310479,false,false,11505,25.58348684,76000,169,7000,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
