time(ns),loop_time(hz),system_state,delta_time(s),sd_capacity(bytes),r_voltage,f_voltage,clockspeed(hz),internal_temp(°C),bmp_pres(atm),bmp_temp(°C),bmi_temp(°C),rax(m/s^2),ray(m/s^2),raz(m/s^2),wfax(m/s^2),wfay(m/s^2),wfaz(m/s^2),velx(m/s),vely(m/s),velz(m/s),posx(m),posy(m),posz(m),rgx(rad/s),rgy(rad/s),rgz(rad/s),ori_x(deg),ori_y(deg),ori_z(deg),q_w,q_x,q_y,q_z,rmagx(uT),rmagy(uT),rmagz(uT),fmagx(uT),fmagy(uT),fmagz(uT),rTDS,fTDS,r_ext_pres,f_ext_pres,r_ext_temp,f_ext_temp,dive_limit,dive_homed,dive_current_position,dive_current_position_mm,dive_target_position,dive_target_position_mm,dive_speed,dive_acceleration,dive_maxspeed,pitch_limit,pitch_homed,pitch_current_position,pitch_current_position_mm,pitch_target_position,pitch_target_position_mm,pitch_speed,pitch_acceleration,pitch_maxspeed,cap_time(ms),save_time(ms),fifo_length(bytes)
10950070306,72437,3,1.3805e-05,936695,4.641274662,0.052026706,528000000,35.39603806,0.800608113,20.95048804,29.25,0.196623815,-1.007360365,-9.994594995,3.353943399,9.461608957,10.22409422,0.204523886,0.43036481,0.545672503,0.005288024,0.010189878,0.013657629,0.035503684,0.008074951,0.002325011,0.27346092,359.7744323,180.4740453,0.362039542,0.611636666,0.394670565,-0.582291254,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,13.45051278,0.170019346,3.237670973,0.029505704,35.7876669,0.464335409,false,false,12,0.026684211,76000,169,387.3245602,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10954210712,72427,3,1.3807e-05,936695,4.679951951,0.064253029,528000000,35.39603806,0.800608113,20.95048804,29.25,0.164302092,-1.081879893,-10.06911452,3.121989126,9.63137736,10.07904513,0.217903103,0.469592216,0.587318719,0.006157152,0.012042803,0.015989195,0.033772576,-0.0001811,-0.001669853,0.29418551,359.7562602,180.5153111,0.372702646,0.603204878,0.396414904,-0.583173934,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,18.69659289,0.212210533,3.340105754,0.038152664,32.86861493,0.554174196,false,false,13,0.028907895,76000,169,402.5137587,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10958343509,71032,3,1.4078e-05,936695,4.679951951,0.064253029,528000000,35.39603806,0.800592562,20.95244944,29.25,0.212784676,-1.083675544,-10.02601889,2.921956896,9.654113552,9.837229343,0.230438152,0.508933196,0.628164452,0.007078938,0.014056622,0.018489361,0.035770008,0.003147952,-0.00020506999999999999,0.314574795,359.7370286,180.5545389,0.3833658,0.595065383,0.397020864,-0.584210823,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,18.69659289,0.212210533,3.340105754,0.038152664,32.86861493,0.554174196,false,false,15,0.033355263,76000,169,431.2913217,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10963086321,72490,3,1.3795e-05,936695,4.679951951,0.076498221,528000000,35.39603806,0.800592562,20.95244944,29.25,0.181360779,-1.06392338,-10.01793846,2.681797837,9.711352952,9.659871941,0.243661984,0.554559547,0.674122025,0.00819746,0.016568378,0.021563185,0.026581822,0.00301479,0.004855091,0.335750659,359.7158995,180.6020741,0.396953993,0.585232812,0.398966235,-0.583743117,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,13.35804102,0.254167128,3.391323144,0.0469805,34.6419911,0.642254938,false,false,17,0.037802632,76000,169,458.2661876,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10967220221,72495,3,1.3794e-05,936695,4.679951951,0.076498221,528000000,35.39603806,0.800592562,20.95244944,29.25,0.193032512,-1.024419052,-10.01524498,2.509771023,9.74545385,9.461526929,0.254317249,0.594309861,0.713257612,0.009218638,0.018926682,0.024409711,0.024983876,-0.004309126,-0.004199933,0.354674882,359.6967684,180.6423698,0.408696585,0.577038367,0.399646045,-0.58333255,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,13.35804102,0.254167128,3.391323144,0.0469805,34.6419911,0.642254938,false,false,18,0.040026316,76000,169,471.1750943,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10971356312,71022,3,1.408e-05,936695,4.679951951,0.076498221,528000000,35.39603806,0.800592562,20.95244944,29.25,0.208295548,-1.135749431,-10.0367928,2.176306918,9.850464718,9.25644903,0.263925697,0.634478958,0.75159299,0.010281921,0.021449863,0.027416232,0.022453796,-0.004042802,-0.001669853,0.372095939,359.6773329,180.6838905,0.421452465,0.568435108,0.400712319,-0.581969917,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,13.35804102,0.254167128,3.391323144,0.0469805,34.6419911,0.642254938,false,false,20,0.044473684,76000,169,495.9863398,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10976094662,72605,3,1.3773e-05,936695,4.660613306,0.088665412,528000000,35.39603806,0.800592562,20.95244944,29.25,0.188543384,-1.118690744,-10.0367928,1.933089379,9.885250376,9.05203522,0.27368033,0.680821891,0.794570451,0.011547761,0.02455101,0.031059493,0.023519093,0.001683169,-0.002868312,0.391667726,359.6539728,180.7298859,0.436176665,0.558858738,0.400886417,-0.580273133,163.9779211,-422.1672827,-262.6940405,0.090189518,-0.232196283,-0.144484384,15.9487071,0.292305161,3.515708234,0.056003118,30.0657923,0.726247026,false,false,23,0.051144737,76000,169,531.0346493,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10980228263,72558,3,1.3782e-05,936695,4.660613306,0.088665412,528000000,35.39603806,0.800592562,20.95244944,29.25,0.167893394,-1.031601657,-10.05026018,1.793645156,9.901222724,8.885226544,0.281471758,0.721311163,0.831409361,0.012686906,0.027431722,0.03439838,0.019257905,-0.00137956,0.001392876,0.409409767,359.633995,180.7707737,0.449040712,0.550822433,0.400858676,-0.578160365,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.9487071,0.292305161,3.515708234,0.056003118,30.0657923,0.726247026,false,false,25,0.055592105,76000,169,553.1681509,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10984373549,72700,3,1.3755e-05,936695,4.641274662,0.100759448,528000000,35.39603806,0.800592562,20.95244944,29.25,0.200215117,-1.048660344,-9.99369717,1.522449537,9.870448022,8.679486246,0.288253829,0.761897432,0.867504821,0.013858137,0.030484766,0.037893515,0.018059446,0.00301479,0.008983116,0.425788753,359.6149005,180.8118259,0.462132404,0.542841246,0.401267122,-0.575101487,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.89723311,0.333740121,3.471807614,0.065116181,34.92643963,0.81046502,false,false,27,0.060039474,76000,169,574.4496404,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10988379066,71093,3,1.4066e-05,936695,4.641274662,0.100759448,528000000,35.39603806,0.800592562,20.95244944,29.25,0.244208573,-1.077390765,-10.03948628,1.284130129,9.924563787,8.440580656,0.293895656,0.80120107,0.901509612,0.015014346,0.033593069,0.041409569,0.012866124,0.006210681,-0.002335664,0.441860968,359.594277,180.8509845,0.47527082,0.535128549,0.40048832,-0.572157487,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.89723311,0.333740121,3.471807614,0.065116181,34.92643963,0.81046502,false,false,29,0.064486842,76000,169,594.9705206,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10993133956,72632,3,1.3768e-05,936695,4.71862924,0.112891435,528000000,35.39603806,0.800592562,20.95244944,29.25,0.178667302,-1.080982067,-10.01075586,0.998313969,9.907881795,8.305525884,0.2993451,0.847910542,0.941077691,0.016414779,0.037492036,0.045763123,0.016062015,-0.008703476,-0.010991201,0.459423901,359.5718141,180.8971073,0.490588956,0.526332562,0.400244278,-0.567539451,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.84596879,0.374905701,3.566925624,0.074267777,30.42191114,0.894883855,false,false,31,0.068934211,76000,169,614.8069361,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
10997266375,72626,3,1.3769e-05,936695,4.71862924,0.112891435,528000000,35.39603806,0.800592562,20.95244944,29.25,0.204704245,-1.039682088,-10.02332542,0.802506302,9.901621975,8.102457903,0.303113502,0.888498721,0.974670631,0.017648006,0.041051478,0.049688282,0.011001854,0.005678033,0.003123983,0.475045059,359.5516967,180.9380127,0.504222157,0.518772514,0.399682149,-0.562929192,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.84596879,0.374905701,3.566925624,0.074267777,30.42191114,0.894883855,false,false,33,0.073381579,76000,169,634.0231173,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11001395820,70987,3,1.4087e-05,936695,4.71862924,0.112891435,528000000,35.39603806,0.800592562,20.95244944,29.25,0.198419466,-1.050455996,-10.04577106,0.559032903,9.912340465,7.937454443,0.305953426,0.929044016,1.00756785,0.01889381,0.04477437,0.053746551,0.018458933,0.000351548,-0.004199933,0.491264169,359.532433,180.9794065,0.517555997,0.511656548,0.39913813,-0.557702536,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.84596879,0.374905701,3.566925624,0.074267777,30.42191114,0.894883855,false,false,35,0.077828947,76000,169,652.6738373,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11006139691,72233,3,1.3844e-05,936695,4.660613306,0.124996246,528000000,35.39603806,0.800592562,20.95244944,29.25,0.151732533,-1.019032098,-10.03230367,0.350199333,9.874952701,7.788770095,0.308135885,0.975595626,1.044559878,0.020339112,0.049265442,0.058582434,0.021521661,-0.008703476,-0.007395824,0.510572825,359.508908,181.0243941,0.532375496,0.504294255,0.396921266,-0.552011906,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.18636333,0.41230736,3.501074694,0.083418286,35.11678845,0.979187366,false,false,38,0.0845,76000,169,679.6911046,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11010271498,72626,3,1.3769e-05,936695,4.660613306,0.124996246,528000000,35.39603806,0.800592562,20.95244944,29.25,0.19752164,-1.038784262,-10.08617321,0.122663156,9.890720054,7.568736342,0.309155674,1.016033046,1.075973876,0.02160187,0.053345855,0.062924996,0.017793122,0.000617872,0.009382603,0.528206286,359.4890536,181.0661499,0.545538816,0.497995286,0.395429381,-0.54591547,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.18636333,0.41230736,3.501074694,0.083418286,35.11678845,0.979187366,false,false,40,0.088947368,76000,169,697.1212031,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11014411428,72590,3,1.3776e-05,936695,4.660613306,0.137005963,528000000,35.39603806,0.800592562,20.95244944,29.25,0.236128143,-1.083675544,-10.0403841,-0.113653614,9.805241058,7.38085562,0.309133292,1.056402114,1.106632835,0.02286966,0.057602873,0.06740599,0.023252769,0.003281115,-0.003534123,0.545786116,359.4697888,181.1054796,0.557802577,0.492537882,0.393389605,-0.539914195,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.14404152,0.446075348,3.581559164,0.092574347,30.60054144,1.063600028,false,false,42,0.093394737,76000,169,714.1260331,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11018422431,70947,3,1.4095e-05,936695,4.660613306,0.137005963,528000000,35.39603806,0.800592562,20.95244944,29.25,0.182258604,-1.085471196,-10.05564714,-0.322595709,9.788607038,7.275372318,0.308286691,1.095263848,1.135770723,0.024096159,0.061884514,0.07186609100000001,0.023119607,0.00234898,-0.003534123,0.56155072,359.4502657,181.1445583,0.57043984,0.486874981,0.391530983,-0.533155354,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.14404152,0.446075348,3.581559164,0.092574347,30.60054144,1.063600028,false,false,44,0.097842105,76000,169,730.7352802,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11023161028,72616,3,1.3771e-05,936695,4.699290595,0.149022275,528000000,35.39603806,0.800592562,20.95244944,29.25,0.246004225,-1.068412508,-10.04846453,-0.505800154,9.709579404,7.042102337,0.306361193,1.141155664,1.16956682,0.025540199,0.067150181,0.077291089,0.030443523,-0.002178532,-0.006996338,0.582834196,359.4268666,181.1909582,0.584752636,0.481240209,0.388382085,-0.525006259,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.69395133,0.483034401,3.493757924,0.101686761,35.69137425,1.148459418,false,false,47,0.104513158,76000,169,754.9643701,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11027301679,72526,3,1.3788e-05,936695,4.699290595,0.149022275,528000000,35.39603806,0.800592562,20.95244944,29.25,0.206499897,-1.072901637,-9.965864575,-0.694257173,9.585615662,6.952346234,0.303969559,1.180704647,1.19820061,0.026790816,0.071916567,0.082149334,0.02205431,-0.000980073,0.000727065,0.600771067,359.4065932,181.2306532,0.597006197,0.476662125,0.385533578,-0.517436642,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.69395133,0.483034401,3.493757924,0.101686761,35.69137425,1.148459418,false,false,50,0.111184211,76000,169,778.4397304,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11031435380,72537,3,1.3786e-05,936695,4.699290595,0.149022275,528000000,35.39603806,0.800592562,20.95244944,29.25,0.181360779,-0.991199504,-9.989208041,-0.783447383,9.562422252,6.849147504,0.3009998,1.219949533,1.226525814,0.028028098,0.076835895,0.087115887,0.028312929,-0.005907072,-0.002868312,0.619906676,359.3866924,181.2710829,0.608903704,0.472671031,0.382592682,-0.509353724,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.69395133,0.483034401,3.493757924,0.101686761,35.69137425,1.148459418,false,false,53,0.117855263,76000,169,801.2276081,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11035408225,71103,3,1.4064e-05,936695,4.679951951,0.161076767,528000000,35.39603806,0.800616823,20.95497125,29.25,0.252289004,-1.077390765,-10.06282974,-1.003614295,9.553956325,6.612812919,0.297419797,1.2576521,1.252903172,0.029205727,0.08172184,0.09200322,0.028446091,0.0039469250000000004,-0.004998906,0.637487566,359.3667932,181.3087664,0.62030954,0.469058019,0.379320931,-0.501314552,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.05948859,0.519919692,3.596192704,0.110828087,30.95897826,1.233882942,false,false,55,0.122302632,76000,169,816.0661018,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11039505596,60942,3,1.6409e-05,936695,4.679951951,0.161076767,528000000,35.39603806,0.800616823,20.95497125,29.25,0.175075999,-1.091755975,-10.01255151,-1.193876996,9.465930916,6.574692887,0.293011675,1.296170791,1.279636233,0.030400519,0.086898559,0.097134724,0.027780281,0.001283683,-0.002868312,0.655698986,359.3476286,181.3483905,0.63165667,0.465652095,0.376570155,-0.492313819,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.05948859,0.519919692,3.596192704,0.110828087,30.95897826,1.233882942,false,false,59,0.131197368,76000,169,844.9617378,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11044244642,72469,3,1.3799e-05,936695,4.660613306,0.173037743,528000000,35.39603806,0.800616823,20.95497125,29.25,0.167893394,-1.066616857,-9.982923262,-1.359037529,9.368373772,6.458186466,0.287087615,1.340444712,1.310298377,0.031762493,0.093104665,0.103227909,0.01952423,-0.002311694,-0.003933609,0.676100038,359.3250912,181.3945927,0.644882203,0.461797273,0.37343319,-0.481059118,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.01743907,0.553125985,3.493757924,0.119937396,35.98071574,1.319391036,false,false,62,0.137868421,76000,169,866.0009922,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11048386659,72495,3,1.3794e-05,936695,4.660613306,0.173037743,528000000,35.39603806,0.800616823,20.95497125,29.25,0.18315643,-1.080084242,-10.0332015,-1.515884493,9.345758056,6.310193654,0.281250293,1.378823789,1.336523535,0.032926722,0.098686935,0.108659489,0.024318066,0.006077519,-0.00340096,0.694099854,359.3051188,181.4336891,0.655930079,0.459049992,0.370209335,-0.471141047,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,13.01743907,0.553125985,3.493757924,0.119937396,35.98071574,1.319391036,false,false,65,0.144539474,76000,169,886.5411024,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11052481522,70987,3,1.4087e-05,936695,4.660613306,0.184937969,528000000,35.39603806,0.800616823,20.95497125,29.25,0.210989025,-0.994790806,-10.05026018,-1.586636897,9.296915641,6.188241486,0.274966521,1.416502801,1.361820436,0.034053008,0.10436046,0.114134031,0.027780281,-0.008437152,-0.006463689,0.7119866,359.284556,181.4747248,0.667378581,0.456201108,0.367202477,-0.460052953,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.54323175,0.589528021,3.588875934,0.129010266,31.04883759,1.404767282,false,false,68,0.151210526,76000,169,906.6159926,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11057309304,72500,3,1.3793e-05,936695,4.660613306,0.184937969,528000000,35.39603806,0.800616823,20.95497125,29.25,0.195725989,-1.060332078,-10.02512107,-1.789541193,9.193072603,6.071447072,0.266921041,1.460830717,1.391194106,0.035348246,0.111256606,0.120729154,0.027647119,0.000884196,-0.007395824,0.734713856,359.2604305,181.5199962,0.679403743,0.454402454,0.36262566,-0.447695874,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.54323175,0.589528021,3.588875934,0.129010266,31.04883759,1.404767282,false,false,72,0.160105263,76000,169,932.710655,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11061447882,72537,3,1.3786e-05,936695,4.660613306,0.184937969,528000000,35.39603806,0.800616823,20.95497125,29.25,0.228047712,-1.003769063,-10.0017776,-1.848391033,9.109331204,5.972618737,0.259547224,1.498314766,1.415907959,0.036425297,0.117325489,0.126484153,0.031109334,-0.003110667,0.003656632,0.754569103,359.2396435,181.5604402,0.689706358,0.453066299,0.358985637,-0.436079558,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,15.54323175,0.589528021,3.588875934,0.129010266,31.04883759,1.404767282,false,false,75,0.166776316,76000,169,951.812294,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11065495873,71093,3,1.4066e-05,936695,4.71862924,0.196893723,528000000,35.39603806,0.800616823,20.95497125,29.25,0.16879122,-1.050455996,-10.02691672,-2.034371254,9.079212687,5.920598001,0.251752448,1.534826176,1.439783046,0.037449243,0.123415868,0.132215994,0.026581822,0.001150521,0.000327579,0.773525143,359.2201238,181.5991085,0.699161148,0.452119593,0.355707276,-0.42453963,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,12.93563233,0.625755852,3.486441154,0.138057065,33.98313817,1.487338706,false,false,79,0.175671053,76000,169,976.7002115,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
11070247920,72553,3,1.3783e-05,936695,4.71862924,0.196893723,528000000,35.39603806,0.800616823,20.95497125,29.25,0.186747733,-1.036988611,-9.977536308,-2.14305269,8.960662894,5.834687683,0.241949673,1.577485998,1.467438977,0.038609903,0.130755645,0.139069276,0.025649687,-0.001113235,-0.002868312,0.795945014,359.1964141,181.6448138,0.710101076,0.451397216,0.351655936,-0.410286629,164.3286902,-421.6703345,-262.9571326,0.523434998,-1.345754424,-0.838152789,12.93563233,0.625755852,3.486441154,0.138057065,33.98313817,1.487338706,false,false,83,0.184565789,76000,169,1000.969524,6000,7000,false,false,0,0,0,0,0,0,0,0,0,0,
